UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
540sewaddleSwarm5,540,Sewaddle,sewaddle,45,53,70,40,60,42,95,82,175,123,100,bug,grass,Swarm,3,Conditional Power Boosts,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,2.5,255,50,1920,Medium Slow,0,0,0,0
540sewaddleChlorophyll5,540,Sewaddle,sewaddle,45,53,70,40,60,42,95,82,175,123,100,bug,grass,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,2.5,255,50,1920,Medium Slow,0,0,0,0
540sewaddleOvercoat5,540,Sewaddle,sewaddle,45,53,70,40,60,42,95,82,175,123,100,bug,grass,Overcoat,5,Weather,No,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.3,2.5,255,50,1920,Medium Slow,0,0,0,0
541swadloonLeaf Guard5,541,Swadloon,swadloon,55,63,90,50,80,42,105,92,225,153,130,bug,grass,Leaf Guard,4,Stats Affected,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.5,7.3,120,50,1920,Medium Slow,0,0,0,0
541swadloonChlorophyll5,541,Swadloon,swadloon,55,63,90,50,80,42,105,92,225,153,130,bug,grass,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.5,7.3,120,50,1920,Medium Slow,0,0,0,0
541swadloonOvercoat5,541,Swadloon,swadloon,55,63,90,50,80,42,105,92,225,153,130,bug,grass,Overcoat,5,Weather,No,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,0.5,7.3,120,50,1920,Medium Slow,0,0,0,0
542leavannySwarm5,542,Leavanny,leavanny,75,103,80,70,80,92,195,162,235,183,150,bug,grass,Swarm,3,Conditional Power Boosts,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1.2,20.5,45,50,1920,Medium Slow,0,0,1,0
542leavannyChlorophyll5,542,Leavanny,leavanny,75,103,80,70,80,92,195,162,235,183,150,bug,grass,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1.2,20.5,45,50,1920,Medium Slow,0,0,1,0
542leavannyOvercoat5,542,Leavanny,leavanny,75,103,80,70,80,92,195,162,235,183,150,bug,grass,Overcoat,5,Weather,No,5,50,50,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1,1.2,20.5,45,50,1920,Medium Slow,0,0,1,0
543venipedePoison Point5,543,Venipede,venipede,30,45,59,30,39,57,102,87,128,104,69,bug,poison,Poison Point,3,Status Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.4,5.3,255,50,1920,Medium Slow,0,0,0,0
543venipedeSwarm5,543,Venipede,venipede,30,45,59,30,39,57,102,87,128,104,69,bug,poison,Swarm,3,Conditional Power Boosts,Yes,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.4,5.3,255,50,1920,Medium Slow,0,0,0,0
543venipedeSpeed Boost5,543,Venipede,venipede,30,45,59,30,39,57,102,87,128,104,69,bug,poison,Speed Boost,3,Stats Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0.4,5.3,255,50,1920,Medium Slow,0,0,0,0
544whirlipedePoison Point5,544,Whirlipede,whirlipede,40,55,99,40,79,47,102,87,218,154,119,bug,poison,Poison Point,3,Status Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.2,58.5,120,50,1920,Medium Slow,0,0,0,0
544whirlipedeSwarm5,544,Whirlipede,whirlipede,40,55,99,40,79,47,102,87,218,154,119,bug,poison,Swarm,3,Conditional Power Boosts,Yes,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.2,58.5,120,50,1920,Medium Slow,0,0,0,0
544whirlipedeSpeed Boost5,544,Whirlipede,whirlipede,40,55,99,40,79,47,102,87,218,154,119,bug,poison,Speed Boost,3,Stats Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,1.2,58.5,120,50,1920,Medium Slow,0,0,0,0
545scolipedePoison Point5,545,Scolipede,scolipede,60,100,89,55,69,112,212,167,218,189,124,bug,poison,Poison Point,3,Status Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,2.5,200.5,45,50,2560,Medium Slow,0,0,1,0
545scolipedeSwarm5,545,Scolipede,scolipede,60,100,89,55,69,112,212,167,218,189,124,bug,poison,Swarm,3,Conditional Power Boosts,Yes,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,2.5,200.5,45,50,2560,Medium Slow,0,0,1,0
545scolipedeSpeed Boost5,545,Scolipede,scolipede,60,100,89,55,69,112,212,167,218,189,124,bug,poison,Speed Boost,3,Stats Affected,No,5,50.2,49.8,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,2.5,200.5,45,50,2560,Medium Slow,0,0,1,0
546cottoneePrankster5,546,Cottonee,cottonee,40,27,60,37,50,66,93,103,150,87,87,grass,fairy,Prankster,5,Status Affected,No,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.3,0.6,190,50,2560,Medium Fast,0,0,0,0
546cottoneeInfiltrator5,546,Cottonee,cottonee,40,27,60,37,50,66,93,103,150,87,87,grass,fairy,Infiltrator,5,Miscellaneous,No,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.3,0.6,190,50,2560,Medium Fast,0,0,0,0
546cottoneeChlorophyll5,546,Cottonee,cottonee,40,27,60,37,50,66,93,103,150,87,87,grass,fairy,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.3,0.6,190,50,2560,Medium Fast,0,0,0,0
547whimsicottPrankster5,547,Whimsicott,whimsicott,60,67,85,77,75,116,183,193,220,152,152,grass,fairy,Prankster,5,Status Affected,No,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.7,6.6,75,50,2560,Medium Fast,0,0,1,0
547whimsicottInfiltrator5,547,Whimsicott,whimsicott,60,67,85,77,75,116,183,193,220,152,152,grass,fairy,Infiltrator,5,Miscellaneous,No,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.7,6.6,75,50,2560,Medium Fast,0,0,1,0
547whimsicottChlorophyll5,547,Whimsicott,whimsicott,60,67,85,77,75,116,183,193,220,152,152,grass,fairy,Chlorophyll,3,Stats Affected,Yes,5,50,50,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,0.7,6.6,75,50,2560,Medium Fast,0,0,1,0
548petililChlorophyll5,548,Petilil,petilil,45,35,50,70,50,30,65,100,145,85,120,grass,,Chlorophyll,3,Stats Affected,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,6.6,190,50,2560,Medium Fast,0,0,0,0
548petililOwn Tempo5,548,Petilil,petilil,45,35,50,70,50,30,65,100,145,85,120,grass,,Own Tempo,3,Damage Modification,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,6.6,190,50,2560,Medium Fast,0,0,0,0
548petililLeaf Guard5,548,Petilil,petilil,45,35,50,70,50,30,65,100,145,85,120,grass,,Leaf Guard,4,Stats Affected,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,6.6,190,50,2560,Medium Fast,0,0,0,0
549lilligantChlorophyll5,549,Lilligant,lilligant,70,60,75,110,75,90,150,200,220,135,185,grass,,Chlorophyll,3,Stats Affected,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,16.3,75,50,2560,Medium Fast,0,0,1,0
549lilligantOwn Tempo5,549,Lilligant,lilligant,70,60,75,110,75,90,150,200,220,135,185,grass,,Own Tempo,3,Damage Modification,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,16.3,75,50,2560,Medium Fast,0,0,1,0
549lilligantLeaf Guard5,549,Lilligant,lilligant,70,60,75,110,75,90,150,200,220,135,185,grass,,Leaf Guard,4,Stats Affected,Yes,5,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1.1,16.3,75,50,2560,Medium Fast,0,0,1,0
549lilligantChlorophyll8,549,Lilligant,lilligant,70,105,75,50,75,105,210,155,220,180,125,grass,fighting,Chlorophyll,3,Stats Affected,Yes,8,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,1.2,19.2,75,50,2560,Medium Fast,0,0,1,1
549lilligantHustle8,549,Lilligant,lilligant,70,105,75,50,75,105,210,155,220,180,125,grass,fighting,Hustle,3,Stats Affected,No,8,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,1.2,19.2,75,50,2560,Medium Fast,0,0,1,1
549lilligantLeaf Guard8,549,Lilligant,lilligant,70,105,75,50,75,105,210,155,220,180,125,grass,fighting,Leaf Guard,4,Stats Affected,Yes,8,0,100,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,1.2,19.2,75,50,2560,Medium Fast,0,0,1,1
550basculinReckless5,550,Basculin,basculin,70,92,65,80,55,98,190,178,190,157,135,water,,Reckless,4,Conditional Power Boosts,No,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,18,190,50,5120,Medium Fast,0,0,1,0
550basculinAdaptability5,550,Basculin,basculin,70,92,65,80,55,98,190,178,190,157,135,water,,Adaptability,4,Conditional Power Boosts,No,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,18,190,50,5120,Medium Fast,0,0,1,0
550basculinMold Breaker5,550,Basculin,basculin,70,92,65,80,55,98,190,178,190,157,135,water,,Mold Breaker,4,Immunity to Effects,No,5,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,18,190,50,5120,Medium Fast,0,0,1,0
551sandileIntimidate5,551,Sandile,sandile,50,72,35,35,35,65,137,100,120,107,70,ground,dark,Intimidate,3,Stats Affected,No,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.7,15.2,180,50,2560,Medium Slow,0,0,0,0
551sandileMoxie5,551,Sandile,sandile,50,72,35,35,35,65,137,100,120,107,70,ground,dark,Moxie,5,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.7,15.2,180,50,2560,Medium Slow,0,0,0,0
551sandileAnger Point5,551,Sandile,sandile,50,72,35,35,35,65,137,100,120,107,70,ground,dark,Anger Point,4,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,0.7,15.2,180,50,2560,Medium Slow,0,0,0,0
552krokorokIntimidate5,552,Krokorok,krokorok,60,82,45,45,45,74,156,119,150,127,90,ground,dark,Intimidate,3,Stats Affected,No,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1,33.4,90,50,2560,Medium Slow,0,0,0,0
552krokorokMoxie5,552,Krokorok,krokorok,60,82,45,45,45,74,156,119,150,127,90,ground,dark,Moxie,5,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1,33.4,90,50,2560,Medium Slow,0,0,0,0
552krokorokAnger Point5,552,Krokorok,krokorok,60,82,45,45,45,74,156,119,150,127,90,ground,dark,Anger Point,4,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1,33.4,90,50,2560,Medium Slow,0,0,0,0
553krookodileIntimidate5,553,Krookodile,krookodile,95,117,80,65,70,92,209,157,245,197,135,ground,dark,Intimidate,3,Stats Affected,No,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1.5,96.3,45,50,2560,Medium Slow,0,0,1,0
553krookodileMoxie5,553,Krookodile,krookodile,95,117,80,65,70,92,209,157,245,197,135,ground,dark,Moxie,5,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1.5,96.3,45,50,2560,Medium Slow,0,0,1,0
553krookodileAnger Point5,553,Krookodile,krookodile,95,117,80,65,70,92,209,157,245,197,135,ground,dark,Anger Point,4,Conditional Power Boosts,Yes,5,50,50,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2,1.5,96.3,45,50,2560,Medium Slow,0,0,1,0
554darumakaHustle5,554,Darumaka,darumaka,70,90,45,15,45,50,140,65,160,135,60,fire,,Hustle,3,Stats Affected,No,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,40,120,50,2560,Medium Slow,0,0,0,0
554darumakaInner Focus5,554,Darumaka,darumaka,70,90,45,15,45,50,140,65,160,135,60,fire,,Inner Focus,3,Miscellaneous,Yes,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.7,40,120,50,2560,Medium Slow,0,0,0,0
554darumakaHustle8,554,Darumaka,darumaka,70,90,45,15,45,50,140,65,160,135,60,ice,,Hustle,3,Stats Affected,No,8,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.7,40,120,50,2560,Medium Slow,0,0,0,1
554darumakaInner Focus8,554,Darumaka,darumaka,70,90,45,15,45,50,140,65,160,135,60,ice,,Inner Focus,3,Miscellaneous,Yes,8,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,0.7,40,120,50,2560,Medium Slow,0,0,0,1
555darmanitanSheer Force5,555,Darmanitan,darmanitan,105,140,55,30,55,95,235,125,215,195,85,fire,,Sheer Force,5,Stats Affected,Yes,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.7,120,60,50,2560,Medium Slow,0,0,1,0
555darmanitanZen Mode5,555,Darmanitan,darmanitan,105,140,55,30,55,95,235,125,215,195,85,fire,,Zen Mode,5,Form Changes,Yes,5,50.2,49.8,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.7,120,60,50,2560,Medium Slow,0,0,1,0
555darmanitanGorilla Tactics8,555,Darmanitan,darmanitan,105,140,55,30,55,95,235,125,215,195,85,ice,,Gorilla Tactics,8,Conditional Power Boosts,No,8,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.7,120,60,50,2560,Medium Slow,0,0,1,1
555darmanitanZen Mode8,555,Darmanitan,darmanitan,105,140,55,30,55,95,235,125,215,195,85,ice,,Zen Mode,5,Form Changes,Yes,8,50.2,49.8,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.7,120,60,50,2560,Medium Slow,0,0,1,1
556maractusWater Absorb5,556,Maractus,maractus,75,86,67,106,67,60,146,166,209,153,173,grass,,Water Absorb,3,Healing,Yes,5,50.2,49.8,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,28,255,50,2560,Medium Fast,0,0,1,0
556maractusChlorophyll5,556,Maractus,maractus,75,86,67,106,67,60,146,166,209,153,173,grass,,Chlorophyll,3,Stats Affected,Yes,5,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,28,255,50,2560,Medium Fast,0,0,1,0
556maractusStorm Drain5,556,Maractus,maractus,75,86,67,106,67,60,146,166,209,153,173,grass,,Storm Drain,4,Type Advantage and Manipulation,Yes,5,50.2,49.8,1,2,0,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,1,28,255,50,2560,Medium Fast,0,0,1,0
557dwebbleSturdy5,557,Dwebble,dwebble,50,65,85,35,35,55,120,90,170,150,70,bug,rock,Sturdy,3,Damage Modification,No,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.3,14.5,190,50,2560,Medium Fast,0,0,0,0
557dwebbleShell Armor5,557,Dwebble,dwebble,50,65,85,35,35,55,120,90,170,150,70,bug,rock,Shell Armor,3,Critical Hit Interaction,Yes,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.3,14.5,190,50,2560,Medium Fast,0,0,0,0
557dwebbleWeak Armor5,557,Dwebble,dwebble,50,65,85,35,35,55,120,90,170,150,70,bug,rock,Weak Armor,5,Stats Affected,No,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,0.3,14.5,190,50,2560,Medium Fast,0,0,0,0
558crustleSturdy5,558,Crustle,crustle,70,105,125,65,75,45,150,110,270,230,140,bug,rock,Sturdy,3,Damage Modification,No,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.4,200,75,50,2560,Medium Fast,0,0,1,0
558crustleShell Armor5,558,Crustle,crustle,70,105,125,65,75,45,150,110,270,230,140,bug,rock,Shell Armor,3,Critical Hit Interaction,Yes,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.4,200,75,50,2560,Medium Fast,0,0,1,0
558crustleWeak Armor5,558,Crustle,crustle,70,105,125,65,75,45,150,110,270,230,140,bug,rock,Weak Armor,5,Stats Affected,No,5,50.2,49.8,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.4,200,75,50,2560,Medium Fast,0,0,1,0
559scraggyShed Skin5,559,Scraggy,scraggy,50,75,70,35,70,48,123,83,190,145,105,dark,fighting,Shed Skin,3,Miscellaneous,No,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.6,11.8,180,35,1920,Medium Fast,0,0,0,0
559scraggyMoxie5,559,Scraggy,scraggy,50,75,70,35,70,48,123,83,190,145,105,dark,fighting,Moxie,5,Conditional Power Boosts,Yes,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.6,11.8,180,35,1920,Medium Fast,0,0,0,0
559scraggyIntimidate5,559,Scraggy,scraggy,50,75,70,35,70,48,123,83,190,145,105,dark,fighting,Intimidate,3,Stats Affected,No,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,0.6,11.8,180,35,1920,Medium Fast,0,0,0,0
560scraftyShed Skin5,560,Scrafty,scrafty,65,90,115,45,115,58,148,103,295,205,160,dark,fighting,Shed Skin,3,Miscellaneous,No,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.1,30,90,50,1920,Medium Fast,0,0,1,0
560scraftyMoxie5,560,Scrafty,scrafty,65,90,115,45,115,58,148,103,295,205,160,dark,fighting,Moxie,5,Conditional Power Boosts,Yes,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.1,30,90,50,1920,Medium Fast,0,0,1,0
560scraftyIntimidate5,560,Scrafty,scrafty,65,90,115,45,115,58,148,103,295,205,160,dark,fighting,Intimidate,3,Stats Affected,No,5,50,50,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.1,30,90,50,1920,Medium Fast,0,0,1,0
561sigilyphWonder Skin5,561,Sigilyph,sigilyph,72,58,80,103,80,97,155,200,232,138,183,psychic,flying,Wonder Skin,5,Stats Affected,Yes,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,1.4,14,45,50,2560,Medium Fast,0,0,1,0
561sigilyphMagic Guard5,561,Sigilyph,sigilyph,72,58,80,103,80,97,155,200,232,138,183,psychic,flying,Magic Guard,4,Damage Modification,Yes,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,1.4,14,45,50,2560,Medium Fast,0,0,1,0
561sigilyphTinted Lens5,561,Sigilyph,sigilyph,72,58,80,103,80,97,155,200,232,138,183,psychic,flying,Tinted Lens,4,Conditional Power Boosts,No,5,50.2,49.8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,1.4,14,45,50,2560,Medium Fast,0,0,1,0
562yamaskMummy5,562,Yamask,yamask,38,30,85,55,65,30,60,85,188,115,120,ghost,,Mummy,5,Ability Interaction,No,5,50.2,49.8,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.5,1.5,190,50,3200,Medium Fast,0,0,0,0
562yamaskWandering Spirit8,562,Yamask,yamask,38,55,85,30,65,30,85,60,188,140,95,ground,ghost,Wandering Spirit,8,Ability Interaction,No,8,50.2,49.8,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,0.5,1.5,190,50,3200,Medium Fast,0,0,0,1
563cofagrigusMummy5,563,Cofagrigus,cofagrigus,58,50,145,95,105,30,80,125,308,195,200,ghost,,Mummy,5,Ability Interaction,No,5,50.2,49.8,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1.7,76.5,90,50,3200,Medium Fast,0,0,1,0
564tirtougaSolid Rock5,564,Tirtouga,tirtouga,54,78,103,53,45,22,100,75,202,181,98,water,rock,Solid Rock,4,Damage Modification,No,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.7,16.5,45,50,3840,Medium Fast,0,0,0,0
564tirtougaSturdy5,564,Tirtouga,tirtouga,54,78,103,53,45,22,100,75,202,181,98,water,rock,Sturdy,3,Damage Modification,No,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.7,16.5,45,50,3840,Medium Fast,0,0,0,0
564tirtougaSwift Swim5,564,Tirtouga,tirtouga,54,78,103,53,45,22,100,75,202,181,98,water,rock,Swift Swim,3,Stats Affected,Yes,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0.7,16.5,45,50,3840,Medium Fast,0,0,0,0
565carracostaSolid Rock5,565,Carracosta,carracosta,74,108,133,83,65,32,140,115,272,241,148,water,rock,Solid Rock,4,Damage Modification,No,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1.2,81,45,50,3840,Medium Fast,0,0,1,0
565carracostaSturdy5,565,Carracosta,carracosta,74,108,133,83,65,32,140,115,272,241,148,water,rock,Sturdy,3,Damage Modification,No,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1.2,81,45,50,3840,Medium Fast,0,0,1,0
565carracostaSwift Swim5,565,Carracosta,carracosta,74,108,133,83,65,32,140,115,272,241,148,water,rock,Swift Swim,3,Stats Affected,Yes,5,88.14,11.86,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1.2,81,45,50,3840,Medium Fast,0,0,1,0
566archenDefeatist5,566,Archen,archen,55,112,45,74,45,70,182,144,145,157,119,rock,flying,Defeatist,5,Stats Affected,Yes,5,88.14,11.86,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,0.5,9.5,45,50,3840,Medium Fast,0,0,0,0
567archeopsDefeatist5,567,Archeops,archeops,75,140,65,112,65,110,250,222,205,205,177,rock,flying,Defeatist,5,Stats Affected,Yes,5,88.14,11.86,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,1.4,32,45,50,3840,Medium Fast,0,0,1,0
568trubbishStench5,568,Trubbish,trubbish,50,50,62,40,62,65,115,105,174,112,102,poison,,Stench,3,Stats Affected,Yes,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.6,31,190,50,2560,Medium Fast,0,0,0,0
568trubbishSticky Hold5,568,Trubbish,trubbish,50,50,62,40,62,65,115,105,174,112,102,poison,,Sticky Hold,3,Damage Modification,No,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.6,31,190,50,2560,Medium Fast,0,0,0,0
568trubbishAftermath5,568,Trubbish,trubbish,50,50,62,40,62,65,115,105,174,112,102,poison,,Aftermath,4,Damage Modification,Yes,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.6,31,190,50,2560,Medium Fast,0,0,0,0
569garbodorStench5,569,Garbodor,garbodor,80,95,82,60,82,75,170,135,244,177,142,poison,,Stench,3,Stats Affected,Yes,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1.9,107.3,60,50,2560,Medium Fast,0,0,1,0
569garbodorWeak Armor5,569,Garbodor,garbodor,80,95,82,60,82,75,170,135,244,177,142,poison,,Weak Armor,5,Stats Affected,No,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1.9,107.3,60,50,2560,Medium Fast,0,0,1,0
569garbodorAftermath5,569,Garbodor,garbodor,80,95,82,60,82,75,170,135,244,177,142,poison,,Aftermath,4,Damage Modification,Yes,5,50.2,49.8,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1.9,107.3,60,50,2560,Medium Fast,0,0,1,0
570zoruaIllusion5,570,Zorua,zorua,40,65,40,80,40,65,130,145,120,105,120,dark,,Illusion,5,Miscellaneous,Yes,5,88,12,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.7,12.5,75,50,3200,Medium Slow,0,0,0,0
